trip_distance,fare_amount,passenger_count,total_amount
0.81,5.8,1.0,12.55
1.09,7.2,1.0,14.45
1.6,11.4,1.0,20.15
1.76,12.1,1.0,21.42
1.3,10.7,0.0,17.45
1.4,10.7,1.0,18.45
0.56,5.1,4.0,9.12
6.0,26.8,1.0,39.05
0.72,5.8,2.0,13.86
1.82,11.4,1.0,22.29
6.28,26.8,1.0,39.06
1.9,12.8,2.0,15.3
2.78,14.2,2.0,23.94
1.25,10.7,1.0,19.74
4.28,21.9,1.0,30.65
1.55,9.3,1.0,16.05
2.31,13.5,1.0,23.1
0.83,7.2,1.0,15.54
0.79,7.2,1.0,15.54
0.73,7.2,1.0,15.54
6.68,28.2,1.0,40.74
12.65,50.6,1.0,56.35
0.0,30.0,1.0,54.07
0.8,5.8,1.0,12.95
2.74,14.9,2.0,25.81
3.13,17.0,1.0,27.3
0.11,-3.7,1.0,-9.45
0.11,3.7,1.0,9.45
0.76,5.8,1.0,13.55
3.46,17.7,1.0,28.14
1.84,10.7,1.0,17.65
1.2,7.9,1.0,13.65
1.21,7.9,1.0,14.65
5.8,24.7,1.0,36.54
0.91,7.2,1.0,13.95
4.84,22.6,1.0,29.46
3.26,17.0,1.0,27.3
3.66,17.0,1.0,27.3
0.63,7.2,1.0,16.83
0.89,7.2,1.0,12.95
0.85,7.2,2.0,12.95
3.43,18.4,1.0,28.0
2.7,14.9,1.0,24.78
3.43,17.0,1.0,22.75
2.1,11.4,1.0,20.58
1.4,12.1,1.0,22.31
8.62,34.5,1.0,48.3
0.85,7.2,1.0,12.95
2.37,12.8,1.0,18.56
0.8,6.5,3.0,14.7
5.6,24.7,1.0,35.45
27.52,101.0,2.0,133.44
0.58,5.8,5.0,13.86
2.0,11.4,1.0,19.15
1.5,9.3,1.0,17.05
1.5,10.0,1.0,16.75
1.44,10.0,1.0,19.69
1.82,11.4,1.0,20.58
1.4,10.7,1.0,19.75
10.6,42.2,1.0,55.75
0.86,6.5,1.0,14.7
4.3,20.5,1.0,32.8
0.82,8.6,3.0,14.35
1.42,9.3,1.0,18.06
0.9,7.2,1.0,15.95
0.61,5.8,1.0,11.55
2.08,11.4,1.0,17.15
2.1,12.8,1.0,22.26
2.32,10.7,1.0,19.74
0.64,5.1,1.0,13.02
1.89,12.1,1.0,21.42
4.87,26.1,1.0,36.85
3.85,20.5,1.0,31.5
5.85,24.7,5.0,36.54
5.4,26.1,5.0,31.85
2.7,14.9,1.0,21.65
2.4,12.1,4.0,20.85
11.71,47.1,1.0,57.85
0.79,7.2,1.0,16.83
0.0,3.0,1.0,10.75
8.25,35.9,1.0,41.65
2.4,14.2,1.0,24.94
1.11,9.3,1.0,18.06
2.28,13.5,1.0,19.25
4.06,18.4,1.0,24.15
0.66,5.8,1.0,14.44
2.96,14.9,1.0,21.75
1.3,9.3,1.0,19.56
0.81,6.5,1.0,14.7
2.36,10.7,1.0,18.09
1.61,10.0,1.0,18.9
1.3,9.3,1.0,15.05
1.83,10.0,2.0,18.9
1.34,7.2,1.0,12.95
0.85,5.8,1.0,13.86
0.05,-3.0,1.0,-8.75
0.05,3.0,1.0,8.75
2.0,10.7,1.0,19.75
1.6,9.3,1.0,18.05
1.51,10.7,2.0,20.56
3.3,16.3,1.0,26.46
5.08,24.7,1.0,36.54
2.42,12.8,2.0,18.55
1.5,10.0,1.0,18.9
1.67,10.0,1.0,18.9
1.3,9.3,1.0,16.05
4.4,19.8,1.0,24.8
1.9,10.0,1.0,18.9
1.89,12.8,2.0,23.19
1.27,10.0,1.0,18.9
1.17,7.9,1.0,16.38
4.3,19.8,1.0,25.55
3.38,16.3,5.0,25.56
6.19,28.2,1.0,38.95
1.29,7.9,2.0,14.65
0.86,6.5,2.0,14.25
15.49,59.0,2.0,63.25
0.85,6.5,1.0,14.7
0.49,4.4,1.0,10.9
0.85,6.5,4.0,12.25
0.0,12.25,1.0,19.8
1.94,12.1,1.0,23.21
1.2,7.9,2.0,17.75
2.45,13.5,2.0,21.25
8.61,40.1,1.0,50.85
1.5,8.6,1.0,14.6
0.84,6.5,1.0,14.7
6.18,24.7,1.0,27.2
0.85,6.5,1.0,14.7
1.56,7.9,1.0,16.38
1.67,10.0,1.0,18.9
2.98,15.6,1.0,25.62
4.33,21.9,1.0,33.18
1.6,9.3,1.0,15.05
0.43,5.1,1.0,13.56
1.82,9.3,1.0,18.06
1.54,10.0,1.0,15.75
5.6,26.1,1.0,35.85
5.2,21.2,1.0,28.95
5.68,26.8,1.0,40.69
0.8,7.2,1.0,15.55
1.51,10.7,1.0,19.74
6.98,31.0,2.0,41.75
0.64,5.1,1.0,11.85
3.56,17.7,1.0,23.45
7.29,31.0,1.0,37.95
9.3,36.6,1.0,42.35
6.47,30.3,1.0,34.55
0.8,5.8,1.0,11.65
3.5,18.4,1.0,28.95
2.3,14.9,4.0,24.75
0.75,6.5,1.0,14.7
0.86,6.5,1.0,14.7
1.54,9.3,1.0,18.06
2.87,12.8,1.0,22.26
18.2,70.0,1.0,95.88
10.02,40.1,1.0,55.02
0.7,5.8,1.0,13.86
2.77,44.0,1.0,59.06
17.6,70.0,0.0,83.44
1.69,10.7,2.0,15.7
5.44,24.0,1.0,26.5
2.7,13.5,1.0,21.25
0.6,7.2,1.0,12.95
1.0,8.6,1.0,17.2
3.6,20.5,1.0,30.25
0.8,55.0,1.0,70.81
8.56,34.5,2.0,69.6
1.37,9.3,1.0,15.05
4.7,23.3,1.0,29.05
1.45,9.3,1.0,18.06
3.46,17.7,1.0,23.45
1.51,8.6,1.0,16.32
1.42,7.9,1.0,16.38
1.67,8.6,1.0,14.35
1.5,9.3,1.0,18.81
0.83,6.5,1.0,12.25
0.22,3.7,1.0,9.45
1.0,8.6,2.0,15.6
0.98,7.2,1.0,15.54
3.7,17.7,1.0,25.45
0.01,30.0,1.0,42.81
1.32,10.7,1.0,19.74
2.98,17.7,1.0,28.14
1.8,12.1,1.0,17.85
2.33,13.5,1.0,20.25
1.23,7.2,1.0,12.95
3.6,16.3,3.0,27.55
3.6,17.7,1.0,28.14
4.83,22.6,1.0,34.02
9.3,40.1,1.0,50.85
2.49,14.2,1.0,23.94
0.6,6.5,1.0,14.7
0.47,5.1,1.0,11.85
1.26,7.9,2.0,16.38
0.77,5.8,1.0,13.86
5.93,29.6,2.0,44.19
1.7,8.6,1.0,17.22
3.98,21.2,1.0,32.75
17.14,104.0,4.0,154.78
4.99,-25.4,1.0,-31.15
4.99,25.4,1.0,31.15
2.98,19.1,1.0,29.82
0.93,6.5,1.0,14.7
1.44,7.9,5.0,13.65
8.46,33.8,5.0,38.8
10.04,41.5,1.0,55.8
3.47,17.7,1.0,28.14
10.29,43.6,1.0,47.85
3.79,18.4,1.0,28.15
1.23,7.9,1.0,16.38
0.8,7.9,1.0,16.38
0.82,6.5,1.0,14.7
2.0,11.4,1.0,20.58
2.4,12.1,2.0,21.4
5.22,24.7,2.0,36.54
1.47,8.6,2.0,17.22
5.21,24.7,3.0,30.45
2.9,14.9,1.0,20.65
0.8,5.8,1.0,13.85
1.4,8.6,1.0,17.95
3.07,14.2,1.0,21.95
0.42,4.4,2.0,10.15
0.72,5.8,3.0,13.86
2.06,10.7,1.0,19.45
3.02,13.5,2.0,22.2
1.57,10.0,1.0,18.9
2.58,13.5,1.0,23.1
2.81,16.3,3.0,22.05
1.12,7.9,1.0,16.38
2.66,14.9,2.0,24.78
1.56,-11.4,4.0,-17.15
1.56,11.4,4.0,17.15
0.0,13.5,4.0,21.3
1.3,9.3,1.0,18.8
5.9,25.4,1.0,40.45
3.41,17.0,2.0,28.44
0.67,5.8,1.0,13.86
1.74,8.6,1.0,17.94
1.04,7.9,1.0,14.9
1.73,10.7,1.0,16.5
3.4,19.1,1.0,25.85
1.2,7.2,1.0,12.95
1.43,8.6,1.0,15.35
1.24,7.9,3.0,14.65
0.77,5.8,1.0,13.86
1.43,9.3,1.0,18.81
1.62,10.0,1.0,18.9
0.0,3.0,2.0,9.6
8.1,35.2,1.0,53.25
1.9,12.1,1.0,21.4
0.8,6.5,1.0,17.25
1.9,10.7,1.0,19.7
0.84,7.2,1.0,14.95
0.85,-5.8,1.0,-11.55
0.85,5.8,1.0,11.55
1.05,8.6,1.0,17.22
1.88,20.0,4.0,24.25
3.0,17.0,3.0,27.3
2.4,12.1,1.0,17.85
0.9,7.2,1.0,15.55
7.1,28.9,1.0,36.65
1.24,8.6,2.0,16.32
0.8,6.5,2.0,14.7
2.69,13.5,1.0,21.25
0.04,40.0,1.0,49.25
1.2,7.9,1.0,16.35
3.6,17.0,1.0,32.75
1.9,12.1,1.0,21.4
0.98,7.2,1.0,13.95
0.6,5.1,1.0,13.02
4.04,20.5,1.0,28.41
6.75,31.0,1.0,44.1
9.28,40.1,1.0,42.6
1.28,8.6,4.0,14.35
1.41,7.9,1.0,14.65
1.6,10.0,1.0,19.65
5.38,24.7,1.0,36.54
2.58,15.6,1.0,21.35
1.15,9.3,1.0,18.06
1.0,6.5,1.0,14.0
2.8,14.2,1.0,23.95
4.7,21.2,1.0,32.35
12.08,47.1,1.0,51.35
1.2,7.2,3.0,15.54
0.63,6.5,1.0,14.7
1.14,-7.9,1.0,-13.65
1.14,7.9,1.0,13.65
1.63,10.0,1.0,18.0
6.71,28.2,1.0,40.74
1.0,7.9,1.0,15.65
1.35,14.9,1.0,20.65
6.01,46.1,1.0,62.91
2.82,17.0,2.0,27.3
5.48,24.7,2.0,52.2
18.0,86.3,0.0,110.05
4.5,22.6,1.0,34.02
1.26,7.9,1.0,16.38
1.8,14.2,1.0,19.95
6.9,35.2,2.0,49.1
4.6,19.8,2.0,31.94
2.89,18.4,1.0,26.65
2.96,15.6,1.0,23.35
1.41,7.9,1.0,14.65
3.9,18.4,1.0,30.2
10.2,42.9,1.0,81.04
2.65,12.8,1.0,22.26
8.14,39.4,2.0,66.18
2.19,13.5,1.0,23.1
1.54,11.4,1.0,21.44
3.03,14.2,1.0,23.94
4.03,20.5,1.0,28.87
2.3,12.8,1.0,22.25
5.5,26.1,1.0,38.2
2.33,15.6,4.0,23.35
15.62,61.8,1.0,66.05
0.0,77.0,2.0,93.75
0.88,8.6,1.0,18.65
1.67,8.6,1.0,17.22
0.0,35.0,1.0,43.2
0.65,5.1,1.0,12.62
3.26,17.7,1.0,23.45
1.51,9.3,1.0,15.05
0.7,5.8,1.0,12.8
36.47,150.7,1.0,199.99
7.9,35.2,1.0,48.95
6.54,28.2,1.0,40.74
2.1,10.7,1.0,19.74
9.9,38.7,1.0,42.95
0.0,20.0,1.0,21.0
0.0,20.0,1.0,21.0
2.4,12.1,1.0,17.85
4.17,19.1,1.0,29.82
3.32,15.6,1.0,25.62
16.1,61.1,1.0,80.22
0.3,3.7,1.0,10.45
1.15,9.3,1.0,15.05
1.02,7.2,1.0,15.54
25.7,93.3,1.0,126.8
5.9,24.0,1.0,35.7
1.0,6.5,2.0,14.7
1.91,11.4,3.0,19.15
1.76,10.7,2.0,19.74
19.32,70.0,2.0,80.19
11.26,43.6,1.0,63.31
1.55,10.7,4.0,19.74
2.3,12.1,1.0,18.85
0.0,70.0,2.0,98.03
1.42,9.3,1.0,18.06
3.13,19.1,1.0,31.06
1.38,8.6,1.0,17.22
3.29,17.0,1.0,23.75
2.66,-14.2,1.0,-15.96
2.66,14.2,1.0,19.95
14.54,58.3,1.0,73.66
4.14,18.4,2.0,26.83
9.69,38.0,2.0,42.25
1.9,12.8,1.0,22.25
1.83,-13.5,1.0,-19.25
1.83,13.5,1.0,19.25
0.46,29.3,1.0,32.05
0.9,7.9,2.0,15.65
30.46,109.4,1.0,144.36
8.63,38.7,1.0,53.34
4.6,22.6,2.0,29.35
1.8,10.7,1.0,19.7
4.3,17.7,1.0,29.3
16.6,62.5,3.0,65.0
4.01,21.2,1.0,33.69
15.2,59.0,1.0,63.25
2.0,11.4,1.0,20.55
11.64,47.8,1.0,79.44
9.83,-38.0,1.0,-42.25
9.83,38.0,1.0,42.25
1.2,7.9,1.0,17.05
17.67,68.8,1.0,79.99
5.09,21.9,1.0,26.15
1.77,11.4,1.0,13.9
0.89,6.5,1.0,12.25
0.34,3.7,3.0,9.45
1.78,10.7,1.0,19.74
2.19,11.4,1.0,19.15
2.41,11.4,1.0,21.44
0.51,5.8,1.0,13.55
0.0,95.5,2.0,109.75
6.05,26.8,3.0,39.06
3.38,17.0,1.0,27.3
4.76,19.8,1.0,30.66
10.83,-44.3,1.0,-56.99
10.83,44.3,1.0,56.99
8.15,33.8,1.0,38.05
5.19,24.7,1.0,34.0
2.99,14.9,2.0,24.78
5.83,24.0,1.0,35.25
1.8,9.3,1.0,16.05
10.48,41.5,1.0,45.75
18.8,70.0,1.0,76.5
4.29,18.4,1.0,27.15
3.2,15.6,1.0,24.35
18.16,70.0,1.0,100.13
0.83,7.9,1.0,13.65
3.13,17.7,3.0,25.45
1.93,12.1,1.0,22.31
2.59,13.5,1.0,22.25
0.84,-7.9,2.0,-13.65
0.84,7.9,2.0,13.65
14.09,57.6,3.0,66.85
0.5,5.8,3.0,8.3
1.62,9.3,1.0,18.06
1.26,9.3,1.0,19.56
1.27,8.6,1.0,17.22
19.08,72.3,2.0,99.84
3.67,19.8,2.0,25.55
2.49,15.6,1.0,25.62
5.42,24.7,2.0,27.2
11.88,49.2,1.0,53.45
9.97,38.7,1.0,42.95
1.96,12.1,1.0,21.42
1.56,10.0,1.0,15.75
0.64,6.5,1.0,12.25
1.1,7.9,2.0,13.65
0.5,5.8,1.0,11.55
5.6,23.3,1.0,29.05
19.04,70.0,3.0,90.44
10.11,-38.0,1.0,-42.25
10.11,38.0,1.0,42.25
2.54,13.5,1.0,19.25
3.04,14.2,4.0,19.95
4.8,19.8,1.0,24.05
12.0,65.7,1.0,66.7
28.85,105.9,5.0,124.03
3.65,40.0,1.0,60.81
9.3,35.9,1.0,40.15
33.6,-157.7,2.0,-161.45
33.6,157.7,2.0,161.45
1.68,10.7,1.0,18.45
1.24,7.9,1.0,13.65
28.67,103.1,2.0,141.23
1.22,7.9,3.0,14.65
1.14,9.3,1.0,15.05
3.43,19.8,1.0,25.55
3.57,16.3,2.0,25.55
1.69,12.1,1.0,21.42
0.67,7.9,3.0,16.38
1.65,-14.2,3.0,-19.95
1.65,14.2,3.0,19.95
17.41,-70.0,2.0,-83.44
17.41,70.0,2.0,83.44
14.0,56.9,1.0,61.15
2.6,16.3,3.0,22.05
0.83,-7.2,2.0,-12.95
0.83,7.2,2.0,12.95
0.0,83.33,1.0,87.58
2.13,12.1,1.0,21.42
3.96,40.0,4.0,44.25
1.24,8.6,3.0,16.32
1.27,10.0,1.0,18.9
1.08,8.6,1.0,14.35
1.01,7.9,1.0,15.65
2.37,22.6,1.0,32.35
11.59,49.9,1.0,64.63
1.68,12.8,1.0,24.12
1.3,10.0,1.0,19.69
35.5,129.7,1.0,177.05
18.06,70.0,2.0,84.75
5.03,23.3,1.0,34.86
10.99,42.9,1.0,62.23
3.0,14.2,1.0,19.95
0.23,3.7,1.0,6.2
6.49,25.4,5.0,29.65
1.49,10.7,2.0,19.74
9.41,-37.3,1.0,-41.55
9.41,37.3,1.0,41.55
18.66,70.0,1.0,83.44
1.26,7.9,1.0,16.38
4.64,25.4,1.0,37.38
9.56,37.3,1.0,54.8
1.79,11.4,1.0,20.58
2.41,13.5,1.0,20.25
7.34,28.9,1.0,35.65
3.95,21.2,2.0,26.95
20.34,86.3,1.0,119.11
7.61,33.1,1.0,37.35
22.05,81.4,1.0,92.59
3.86,17.7,2.0,28.14
1.0,7.9,2.0,16.38
1.2,7.9,1.0,14.65
1.3,7.2,1.0,14.95
6.1,26.1,1.0,28.6
4.02,20.5,1.0,30.0
1.3,8.6,1.0,17.2
10.07,39.4,2.0,43.65
6.02,-27.5,1.0,-33.25
6.02,27.5,1.0,33.25
1.52,9.3,1.0,19.56
10.26,66.4,1.0,108.17
8.3,33.1,1.0,75.35
35.17,135.3,4.0,153.43
9.56,42.2,1.0,47.95
0.02,-42.2,1.0,-47.95
0.02,42.2,1.0,47.95
0.94,6.5,1.0,14.7
1.31,8.6,1.0,16.32
1.0,7.9,3.0,15.45
4.0,19.8,1.0,25.55
3.99,17.7,1.0,28.7
1.07,8.6,1.0,16.35
8.37,34.5,1.0,47.4
3.5,17.7,2.0,23.45
1.5,8.6,1.0,14.35
18.1,88.8,1.0,135.76
0.79,5.8,1.0,13.86
16.78,66.7,1.0,105.6
5.39,26.1,1.0,31.85
3.91,18.4,1.0,24.15
1.83,9.3,1.0,18.81
2.92,-14.2,1.0,-19.95
2.92,14.2,1.0,19.95
1.01,7.2,6.0,15.54
2.59,14.2,6.0,24.94
4.41,22.6,1.0,28.35
5.7,25.4,1.0,31.15
3.22,15.6,1.0,20.6
2.2,11.4,2.0,21.4
11.4,46.4,1.0,57.15
3.05,17.0,1.0,23.75
43.57,203.0,1.0,255.0
21.9,70.0,2.0,82.69
0.0,5.8,1.0,13.85
12.57,51.3,2.0,57.05
1.1,7.9,1.0,11.4
1.86,10.0,1.0,17.75
1.92,12.1,1.0,17.85
7.1,28.2,1.0,40.75
3.96,17.0,2.0,27.3
2.07,20.5,1.0,26.25
3.1,14.9,1.0,21.65
14.67,70.0,1.0,98.03
1.36,-8.6,1.0,-14.35
1.36,8.6,1.0,14.35
2.0,13.5,1.0,23.1
6.14,26.8,1.0,35.55
1.17,10.7,1.0,20.45
0.89,6.5,1.0,12.25
3.7,16.3,1.0,26.45
2.61,13.5,1.0,23.1
2.42,11.4,1.0,18.15
8.66,35.2,1.0,54.89
1.9,12.8,1.0,18.55
5.72,24.7,1.0,30.45
8.2,36.6,1.0,43.46
1.28,8.6,1.0,17.94
4.09,17.7,1.0,20.2
2.76,16.3,2.0,22.05
2.8,14.2,2.0,22.95
1.0,6.5,1.0,14.7
1.14,7.2,1.0,15.54
0.7,5.8,1.0,14.45
6.1,30.3,1.0,44.05
1.4,7.9,1.0,16.4
0.0,79.0,4.0,83.25
2.9,15.6,2.0,21.35
2.35,12.8,2.0,18.55
1.51,9.3,1.0,16.05
3.03,14.9,1.0,25.81
0.81,7.2,2.0,14.65
0.42,4.4,3.0,12.18
1.88,12.1,1.0,19.85
1.8,11.4,1.0,19.68
6.82,30.3,2.0,37.55
1.11,7.9,1.0,15.48
3.1,16.3,1.0,22.05
2.9,18.4,1.0,28.95
2.03,10.7,1.0,19.74
3.05,16.3,1.0,26.46
0.1,0.01,1.0,14.89
2.16,12.1,1.0,19.85
2.29,12.8,3.0,22.26
1.41,8.6,1.0,16.15
15.35,58.3,1.0,65.0
0.96,7.9,3.0,16.38
4.24,19.1,2.0,30.0
1.6,9.3,1.0,15.05
0.0,80.0,1.0,84.25
1.27,7.9,1.0,16.38
1.83,10.0,2.0,15.95
2.23,12.8,1.0,22.26
0.42,-4.4,2.0,-6.9
0.42,4.4,2.0,6.9
1.54,8.6,1.0,16.32
2.66,14.9,2.0,24.78
0.7,5.1,1.0,13.0
1.6,9.3,1.0,18.8
1.7,10.0,1.0,18.9
1.1,7.2,1.0,16.15
4.93,21.9,1.0,33.18
1.0,7.2,1.0,15.55
1.72,10.0,1.0,18.9
0.12,-4.4,1.0,-10.15
0.12,4.4,1.0,10.15
2.06,10.7,1.0,16.45
2.47,-13.5,1.0,-19.25
2.47,13.5,1.0,19.25
1.55,10.0,1.0,15.75
2.5,14.2,1.0,22.03
2.84,16.3,2.0,25.05
0.1,3.0,1.0,5.5
11.18,42.9,1.0,72.71
1.33,8.6,1.0,18.65
0.0,50.5,1.0,52.0
1.68,10.7,1.0,16.45
6.58,28.2,1.0,36.95
1.67,9.3,1.0,15.05
1.12,8.6,1.0,17.94
1.23,9.3,1.0,18.06
3.2,17.0,1.0,27.3
4.74,24.0,1.0,35.7
1.8,10.0,1.0,16.75
0.85,5.8,1.0,13.86
0.9,5.8,1.0,13.86
1.62,10.7,2.0,16.45
1.0,6.5,1.0,14.7
0.31,3.7,1.0,11.34
2.92,15.6,1.0,25.62
1.27,9.3,3.0,15.05
1.69,11.4,1.0,20.58
1.45,8.6,2.0,17.22
3.06,14.2,1.0,21.95
3.33,15.6,1.0,25.62
1.9,10.7,2.0,16.45
17.22,-75.0,1.0,-90.81
17.22,75.0,1.0,90.81
2.8,17.7,1.0,26.45
0.38,5.1,1.0,13.02
3.74,25.4,2.0,37.38
0.0,13.0,1.0,14.18
0.47,5.1,1.0,14.11
3.49,18.4,1.0,28.98
2.97,14.2,1.0,24.95
1.65,9.3,1.0,18.06
2.62,14.9,1.0,20.65
18.19,70.0,3.0,79.75
2.6,17.0,1.0,23.75
4.25,19.1,1.0,24.85
3.17,14.9,3.0,24.78
1.08,7.2,1.0,13.95
0.0,44.0,1.0,45.0
1.2,9.3,1.0,19.55
4.5,21.2,2.0,33.65
0.12,0.05,1.0,1.05
48.01,205.0,1.0,235.69
13.3,54.1,0.0,64.35
4.1,-19.8,1.0,-25.55
4.1,19.8,1.0,25.55
0.37,5.8,1.0,13.86
14.3,68.1,1.0,73.85
0.0,90.0,3.0,113.7
3.32,17.7,1.0,23.45
1.2,8.6,2.0,14.35
4.81,24.7,1.0,36.54
0.58,5.8,1.0,11.55
0.97,7.2,1.0,15.54
0.82,5.8,1.0,13.86
0.0,-70.0,1.0,-74.75
0.0,70.0,1.0,74.75
0.47,5.1,1.0,10.85
2.71,14.2,1.0,23.94
6.75,33.1,1.0,46.62
8.06,39.4,1.0,54.18
5.27,22.6,1.0,34.02
0.72,5.8,1.0,12.96
0.0,35.0,1.0,40.25
1.98,11.4,1.0,17.15
0.44,4.4,1.0,11.4
2.18,12.1,1.0,21.42
0.9,12.1,5.0,17.1
1.59,10.0,1.0,19.69
1.19,8.6,1.0,15.35
4.04,17.7,1.0,28.14
1.6,12.1,2.0,25.15
1.0,7.9,1.0,14.65
2.7,13.5,2.0,22.25
4.83,20.5,1.0,25.5
1.43,11.4,1.0,17.15
0.47,5.1,1.0,10.85
1.1,7.2,1.0,12.95
3.13,14.9,1.0,24.78
2.9,16.3,2.0,22.05
0.1,-13.5,4.0,-17.75
0.1,13.5,4.0,17.75
0.0,-21.5,4.0,-25.75
0.0,21.5,4.0,25.75
5.4,24.0,2.0,35.7
5.61,27.5,2.0,39.9
1.56,10.7,1.0,19.74
9.19,38.0,1.0,44.75
1.6,10.0,1.0,18.9
9.39,38.0,1.0,43.0
1.65,9.3,1.0,16.05
4.1,19.8,1.0,39.8
3.0,15.6,1.0,25.6
11.88,70.6,4.0,94.02
17.9,70.0,1.0,89.7
9.18,42.9,1.0,47.15
1.18,7.9,1.0,16.38
1.87,12.8,1.0,22.26
6.62,28.2,1.0,33.95
0.44,5.8,1.0,13.86
4.4,19.8,1.0,29.38
1.64,9.3,3.0,18.06
9.84,40.8,1.0,55.86
1.05,6.5,1.0,14.7
8.52,33.1,1.0,50.04
3.46,18.4,3.0,28.98
0.07,-3.0,2.0,-8.75
0.07,3.0,2.0,8.75
12.0,47.8,1.0,58.55
0.0,25.0,1.0,31.5
4.53,23.3,1.0,34.86
8.05,33.1,1.0,43.85
3.61,20.5,1.0,34.13
0.0,60.0,4.0,77.1
2.55,14.2,1.0,24.94
0.14,3.7,1.0,9.45
0.88,7.9,1.0,15.48
7.0,27.5,1.0,38.25
19460.8,55.5,1.0,56.0
19465.4,54.5,1.0,61.94
0.01,70.0,1.0,71.5
1.4,8.6,1.0,14.35
4.3,22.6,1.0,34.0
3.45,17.7,1.0,23.45
0.94,7.2,1.0,12.95
0.96,7.9,1.0,16.38
12.5,48.5,1.0,66.19
1.07,-6.5,1.0,-12.25
1.07,6.5,1.0,12.25
2.24,11.4,1.0,20.58
2.07,10.7,1.0,19.74
1.22,10.0,1.0,19.69
6.85,33.8,1.0,47.46
19.43,73.7,1.0,92.39
19.6,60.5,1.0,61.0
1.72,9.3,1.0,18.06
0.69,6.5,2.0,12.25
1.58,9.3,1.0,17.16
3.05,15.6,1.0,21.35
2.82,16.3,1.0,22.05
3.17,17.0,1.0,28.44
3.4,19.8,2.0,31.9
1.82,10.7,1.0,19.74
12.18,48.5,2.0,72.81
0.34,3.7,1.0,11.34
0.01,-3.0,1.0,-8.75
0.01,3.0,1.0,8.75
19.3,72.3,1.0,76.55
0.02,3.0,1.0,8.75
1.19,9.3,4.0,18.81
6.56,31.0,2.0,40.75
17.1,70.0,1.0,104.1
4.74,19.8,1.0,30.66
3.49,18.4,1.0,31.4
1.29,7.9,1.0,16.38
2.6,13.5,1.0,23.1
12.2,48.5,2.0,79.43
1.48,10.7,1.0,21.38
0.72,5.8,1.0,13.86
2.18,11.4,1.0,20.58
8.9,70.0,2.0,71.75
9.58,38.0,5.0,64.83
3.3,16.3,1.0,26.05
4.3,21.9,1.0,33.15
1.22,8.6,1.0,17.22
1.26,7.9,1.0,13.65
9.37,51.3,1.0,71.31
1.81,10.7,1.0,19.74
7.55,30.3,1.0,43.26
9.72,38.7,2.0,44.45
3.3,18.4,1.0,24.15
0.5,5.1,1.0,10.85
3.5,15.6,1.0,25.6
5.25,24.0,1.0,34.75
11.9,47.8,1.0,73.19
0.9,7.2,2.0,15.54
0.53,6.5,2.0,13.25
1.61,9.3,1.0,17.05
0.64,5.8,2.0,11.55
0.0,3.0,1.0,10.5
3.84,20.5,1.0,31.5
1.22,8.6,3.0,17.22
1.25,-7.9,1.0,-12.9
1.25,7.9,1.0,12.9
0.22,4.4,2.0,10.16
18.15,70.0,2.0,98.03
3.13,15.6,1.0,23.35
3.45,-17.0,1.0,-22.75
3.45,17.0,1.0,22.75
2.62,12.8,2.0,20.55
0.65,6.5,1.0,14.25
3.2,14.2,1.0,25.9
1.08,9.3,1.0,15.05
3.7,16.3,1.0,30.05
1.11,7.9,1.0,16.38
1.48,-10.0,1.0,-15.75
1.48,10.0,1.0,15.75
0.01,25.0,1.0,34.2
4.48,21.9,1.0,31.65
4.33,-21.9,1.0,-27.65
4.33,21.9,1.0,27.65
9.65,38.7,2.0,67.67
1.66,9.3,1.0,18.06
2.7,13.5,2.0,23.1
1.44,8.6,1.0,15.35
6.16,26.1,1.0,31.85
1.64,10.0,1.0,18.9
6.92,28.9,1.0,37.65
3.43,18.4,1.0,28.98
4.19,19.8,1.0,30.66
2.15,10.7,1.0,16.45
1.43,10.0,1.0,15.75
7.84,35.9,1.0,49.98
0.81,6.5,3.0,17.25
3.01,16.3,1.0,27.56
0.65,6.5,1.0,12.25
2.3,12.8,1.0,18.55
2.51,13.5,3.0,19.25
1.63,8.6,1.0,17.22
2.8,15.6,1.0,25.62
6.62,28.2,1.0,42.44
0.0,300.0,2.0,314.88
0.97,7.2,2.0,15.45
1.01,7.9,1.0,16.38
2.87,15.6,2.0,23.35
20.59,-70.0,1.0,-82.69
20.59,70.0,1.0,82.69
2.22,10.7,1.0,14.95
2.83,13.5,2.0,19.25
0.3,4.4,1.0,12.7
18.77,70.0,2.0,80.19
11.7,47.1,1.0,51.35
0.0,-3.0,1.0,-5.5
0.0,3.0,1.0,5.5
0.0,3.0,1.0,7.25
1.9,10.0,1.0,15.75
5.9,24.0,1.0,33.75
3.92,-21.2,1.0,-26.95
3.92,21.2,1.0,26.95
23.35,91.9,1.0,97.65
1.5,7.9,1.0,15.65
8.95,36.6,2.0,47.35
0.04,69.0,1.0,80.0
6.56,28.9,1.0,34.65
5.22,26.8,1.0,32.55
5.4,24.0,1.0,35.7
5.37,25.4,1.0,37.38
9.06,40.1,1.0,55.02
15.8,79.0,1.0,116.91
3.0,16.3,1.0,25.05
1.3,9.3,2.0,18.05
15.9,70.0,1.0,98.04
10.5,40.8,1.0,61.86
4.6,22.6,1.0,35.4
5.1,22.6,1.0,30.6
8.6,37.5,1.0,44.94
2.05,-10.0,2.0,-15.0
2.05,10.0,2.0,15.0
7.92,35.9,1.0,49.98
10.81,43.6,1.0,67.55
