trip_distance,fare_amount,passenger_count,total_amount
0.6,5.8,1.0,9.8
0.92,7.2,1.0,12.7
18.73,70.0,2.0,89.03
0.68,5.1,1.0,10.92
1.29,10.7,1.0,17.64
2.89,17.0,1.0,24.4
1.63,12.1,1.0,19.32
2.31,15.6,2.0,24.42
6.9,40.8,1.0,49.55
2.62,12.1,1.0,20.0
1.11,8.6,1.0,14.35
17.66,70.0,1.0,99.78
1.3,12.1,1.0,17.71
5.89,30.3,1.0,49.49
2.91,14.9,1.0,23.58
17.6,70.0,1.0,83.44
1.09,10.7,2.0,17.64
2.37,17.0,1.0,21.0
0.75,7.2,1.0,12.0
1.01,10.7,1.0,19.31
1.67,12.8,1.0,21.06
1.14,7.9,1.0,15.18
1.51,11.4,1.0,19.38
0.5,4.4,1.0,8.4
0.9,6.5,1.0,12.6
0.5,10.0,1.0,17.5
4.1,21.2,1.0,26.95
9.48,39.4,1.0,75.19
1.95,14.2,1.0,22.74
1.55,10.7,1.0,16.99
0.6,8.6,1.0,14.1
15.98,70.0,1.0,98.03
3.64,21.9,1.0,28.65
1.47,11.4,1.0,18.15
1.72,11.4,1.0,19.38
3.52,20.5,1.0,28.25
2.0,13.5,1.0,15.0
0.46,4.4,1.0,8.4
2.17,11.4,1.0,17.35
3.02,16.3,1.0,23.15
2.51,17.0,1.0,26.1
1.24,9.3,1.0,16.86
3.3,19.8,1.0,25.8
1.5,9.3,1.0,16.86
0.4,5.1,1.0,11.85
6.1,28.2,3.0,32.95
2.87,17.7,1.0,24.69
0.84,7.2,1.0,11.95
1.03,7.9,1.0,15.18
18.5,70.0,3.0,83.44
2.37,13.5,2.0,20.25
2.32,14.9,2.0,23.58
1.44,11.4,2.0,17.0
2.64,17.0,2.0,21.75
1.54,12.1,1.0,18.52
0.95,6.5,1.0,13.5
1.07,6.5,1.0,14.63
1.49,8.6,1.0,11.11
9.8,38.0,1.0,64.73
1.2,7.9,1.0,14.25
0.4,4.4,1.0,10.5
0.6,5.8,2.0,11.8
0.7,5.8,1.0,12.7
0.6,5.8,1.0,9.8
1.5,9.3,1.0,16.85
2.0,12.8,1.0,21.05
1.5,12.1,1.0,20.2
1.09,9.3,1.0,14.05
0.61,5.1,1.0,11.82
3.6,17.7,1.0,24.0
0.85,9.3,4.0,13.3
0.79,5.8,1.0,11.76
0.64,5.8,1.0,12.66
1.97,13.5,1.0,21.9
1.42,9.3,1.0,15.96
0.81,6.5,1.0,9.6
3.3,18.4,1.0,27.8
0.6,5.1,1.0,11.35
1.0,8.6,1.0,13.35
3.7,21.2,1.0,31.1
2.07,11.4,1.0,19.38
2.75,17.7,1.0,26.04
3.52,19.8,1.0,29.46
1.09,9.3,3.0,15.3
0.9,6.5,1.0,13.5
0.5,7.9,1.0,15.2
2.7,21.9,1.0,31.1
0.7,5.1,1.0,11.32
3.0,14.9,1.0,21.45
2.6,15.6,1.0,25.45
1.1,8.6,1.0,15.1
1.83,11.4,1.0,18.15
1.06,9.3,1.0,16.05
0.98,6.5,1.0,10.5
1.49,10.7,1.0,18.54
2.83,14.9,1.0,22.0
0.99,10.0,1.0,14.75
0.71,5.8,1.0,11.76
1.34,8.6,1.0,14.35
1.25,11.4,1.0,18.48
17.34,70.0,1.0,83.44
0.8,8.6,2.0,16.0
1.1,9.3,1.0,16.85
10.85,47.8,1.0,76.49
0.1,6.5,1.0,11.25
0.0,11.0,1.0,15.55
1.3,10.0,1.0,16.75
1.62,8.6,1.0,16.02
6.25,30.3,1.0,34.3
3.4,18.4,1.0,26.65
1.4,10.0,1.0,19.17
2.05,12.1,1.0,19.32
3.13,14.9,1.0,21.61
0.41,4.4,1.0,10.65
1.84,12.8,1.0,21.06
0.8,7.2,1.0,14.3
1.5,10.7,1.0,18.5
0.93,10.0,3.0,16.8
0.7,7.2,1.0,14.35
11.43,77.2,3.0,111.95
19.71,70.0,1.0,83.44
0.6,5.1,1.0,11.1
1.0,7.2,1.0,11.2
1.1,7.9,1.0,12.65
0.4,4.4,1.0,12.15
1.5,7.9,1.0,15.2
0.8,8.6,1.0,15.1
1.6,10.0,1.0,16.6
5.1,26.8,1.0,39.45
1.1,8.6,1.0,17.35
0.65,14.9,1.0,21.65
0.9,8.6,1.0,16.02
2.0,16.3,1.0,24.05
1.16,9.3,1.0,16.86
1.62,12.1,1.0,19.32
1.85,11.4,1.0,16.94
1.05,8.6,1.0,16.02
2.26,12.8,1.0,21.06
5.09,22.95,1.0,27.7
1.0,9.3,1.0,17.55
1.9,12.1,1.0,20.2
1.7,10.7,1.0,16.95
1.7,10.0,1.0,17.7
2.1,12.8,1.0,19.3
3.7,26.8,1.0,33.55
1.6,10.7,1.0,14.65
1.47,11.4,1.0,19.38
2.7,13.5,1.0,21.25
2.4,13.5,1.0,21.25
1.8,12.1,1.0,20.2
18.93,70.0,1.0,104.3
1.56,10.7,1.0,14.64
2.55,12.8,1.0,21.06
1.38,7.9,1.0,14.65
5.59,26.8,1.0,37.86
0.5,4.4,1.0,10.5
3.51,18.4,1.0,27.78
1.58,9.3,1.0,17.56
1.08,7.9,1.0,15.18
0.92,7.2,1.0,14.34
4.03,24.0,2.0,35.94
0.99,7.2,1.0,12.2
1.98,13.5,1.0,19.25
1.36,14.9,1.0,21.17
0.82,7.9,2.0,14.04
0.67,7.9,1.0,12.9
1.13,9.3,1.0,15.96
2.94,15.6,1.0,22.39
1.03,8.6,1.0,16.02
3.73,20.5,1.0,30.3
11.54,50.6,2.0,58.85
12.23,48.5,1.0,78.23
0.0,16.3,1.0,32.74
1.6,10.0,1.0,14.75
9.26,40.1,1.0,68.15
3.0,16.3,1.0,22.1
16.91,70.0,2.0,103.86
2.91,17.7,1.0,26.94
3.0,21.9,1.0,31.98
13.55,55.5,1.0,88.38
2.41,17.7,1.0,26.94
1.52,11.4,1.0,16.15
0.92,8.6,1.0,16.02
0.58,7.2,1.0,12.0
0.77,7.9,1.0,12.65
1.22,16.3,1.0,24.36
3.7,21.9,1.0,29.65
0.84,6.5,1.0,13.5
0.25,3.7,1.0,10.14
2.12,15.6,1.0,20.35
8.4,35.2,1.0,47.14
1.9,14.2,1.0,24.6
2.09,10.7,1.0,18.54
3.9,25.4,1.0,35.28
1.85,11.4,1.0,18.15
0.52,6.5,5.0,13.5
1.31,9.3,5.0,15.05
0.99,11.4,4.0,19.4
1.5,9.3,5.0,16.05
9.3,39.4,1.0,67.29
0.98,7.2,1.0,13.44
1.01,7.9,1.0,11.9
1.36,7.2,1.0,13.44
5.4,24.0,1.0,35.95
1.2,8.6,1.0,14.68
1.1,6.5,1.0,13.5
2.02,15.6,1.0,23.52
1.7,11.4,2.0,18.4
9.19,39.4,1.0,46.4
0.8,7.2,1.0,14.94
1.9,13.5,1.0,20.75
0.7,7.2,1.0,13.45
0.8,7.2,1.0,13.45
0.5,5.1,1.0,10.1
0.88,11.4,2.0,19.38
2.41,16.3,1.0,17.8
17.21,70.0,1.0,103.86
1.5,11.4,1.0,16.4
3.82,19.8,1.0,26.55
2.9,17.7,1.0,24.45
1.4,8.6,1.0,16.0
0.7,6.5,3.0,12.6
1.0,8.6,2.0,15.1
0.7,7.9,1.0,14.25
2.51,13.5,1.0,22.81
2.2,12.8,1.0,19.55
9.53,44.3,2.0,58.86
1.6,10.0,3.0,17.5
2.9,16.3,1.0,24.35
2.84,21.2,2.0,31.14
11.93,61.8,1.0,95.94
17.93,70.0,2.0,83.44
1.28,9.3,1.0,16.86
0.85,7.9,1.0,15.18
3.6,19.1,1.0,28.6
1.2,9.3,1.0,16.55
1.2,12.1,1.0,20.2
0.7,6.5,1.0,12.25
0.52,4.4,1.0,5.9
1.43,10.0,1.0,14.75
1.91,14.9,1.0,22.65
1.59,12.8,1.0,21.0
1.55,10.0,1.0,17.5
7.09,29.6,1.0,39.5
2.46,16.3,1.0,24.25
0.83,10.0,1.0,17.7
1.47,9.3,1.0,10.8
0.94,8.6,0.0,14.49
2.32,17.0,1.0,25.2
1.07,20.5,1.0,31.56
8.94,38.7,1.0,52.14
3.05,19.8,1.0,29.46
1.11,10.0,1.0,14.75
3.21,21.2,1.0,31.14
0.46,5.8,1.0,14.8
8.78,42.9,1.0,65.34
1.26,10.7,1.0,17.64
2.49,15.6,1.0,24.42
2.5,14.2,1.0,22.7
1.1,9.3,1.0,15.95
1.1,9.3,1.0,14.3
1.9,13.5,1.0,20.25
16.47,70.0,1.0,85.44
10.49,51.3,1.0,79.74
0.91,7.2,1.0,14.94
1.98,19.1,1.0,28.62
1.07,7.2,1.0,11.95
1.5,9.3,1.0,15.3
1.9,12.1,1.0,20.2
0.6,5.8,1.0,12.65
2.22,15.6,1.0,23.52
1.5,12.1,1.0,20.22
0.8,6.5,1.0,12.6
1.91,11.4,1.0,18.35
1.22,7.9,1.0,15.18
1.1,10.7,1.0,16.45
9.19,45.0,1.0,65.69
3.24,17.0,1.0,26.1
1.28,9.3,1.0,14.05
1.5,12.1,1.0,16.85
0.66,6.5,1.0,13.5
0.7,6.5,1.0,13.5
3.64,24.7,1.0,35.34
1.43,12.8,1.0,18.55
2.67,14.9,1.0,19.65
1.78,11.4,1.0,18.48
3.05,18.4,1.0,27.78
1.1,16.3,1.0,25.26
2.14,16.3,1.0,21.05
0.65,5.8,1.0,10.55
4.09,26.1,1.0,37.02
1.64,12.1,1.0,20.22
0.52,5.8,1.0,10.55
2.08,10.7,1.0,17.25
0.99,7.2,1.0,12.7
4.0,24.7,1.0,35.35
1.42,8.6,2.0,17.35
10.07,45.0,2.0,73.13
8.72,42.9,1.0,72.71
1.16,8.6,1.0,16.02
1.54,13.5,2.0,19.25
2.56,18.4,1.0,30.1
1.94,10.7,1.0,20.08
0.88,12.1,2.0,20.22
5.6,26.8,1.0,30.05
0.72,5.1,1.0,11.82
5.57,24.7,1.0,33.87
2.27,-13.5,1.0,-18.25
2.27,13.5,1.0,18.25
0.93,17.0,1.0,21.75
0.87,6.5,1.0,14.06
2.34,16.3,1.0,21.05
1.73,13.5,1.0,20.99
3.85,21.9,1.0,31.98
1.6,8.6,1.0,16.0
2.1,15.6,1.0,23.5
1.0,9.3,1.0,14.05
0.7,5.8,1.0,12.65
0.71,9.3,1.0,15.96
0.8,9.3,1.0,12.95
1.03,7.9,1.0,15.18
0.51,12.8,1.0,19.55
1.0,11.4,1.0,18.5
1.3,7.9,1.0,14.25
0.5,5.1,2.0,9.1
3.7,21.2,1.0,32.4
2.5,14.9,1.0,23.58
1.8,13.5,2.0,20.5
0.37,4.4,1.0,10.08
3.28,17.0,1.0,21.75
9.2,40.1,1.0,68.15
0.75,7.2,1.0,14.34
11.43,47.8,2.0,77.39
0.82,7.2,1.0,14.34
1.97,16.3,1.0,25.26
2.86,17.7,1.0,24.95
1.02,8.6,1.0,13.35
1.51,11.4,1.0,19.38
0.52,5.1,1.0,9.85
2.81,14.9,1.0,20.65
1.5,14.2,1.0,22.74
0.6,5.8,1.0,11.8
0.9,6.5,1.0,13.15
0.41,4.4,1.0,8.4
2.28,14.2,1.0,21.84
0.7,10.0,1.0,17.7
0.5,6.5,1.0,13.5
1.27,7.9,1.0,15.18
0.6,5.8,1.0,7.3
2.4,26.1,1.0,35.85
1.9,11.4,1.0,19.4
1.8,13.5,1.0,19.6
0.6,5.8,1.0,11.75
1.2,8.6,1.0,15.1
2.8,15.6,1.0,22.35
1.25,7.2,1.0,15.0
0.3,4.4,1.0,10.98
10.15,42.2,1.0,55.44
2.68,14.9,1.0,24.57
3.61,17.7,1.0,24.69
1.42,10.0,1.0,16.23
0.0,17.5,1.0,19.0
2.59,21.2,1.0,29.45
1.28,10.0,1.0,17.7
1.51,10.7,2.0,17.45
4.17,19.1,1.0,27.72
0.77,5.8,1.0,9.8
0.61,5.8,1.0,12.66
1.33,13.5,1.0,21.9
2.86,17.7,1.0,24.7
0.9,6.5,2.0,12.6
3.7,19.1,1.0,25.6
3.1,17.7,1.0,27.15
1.4,9.3,1.0,16.6
0.65,7.9,1.0,14.65
1.07,8.6,1.0,16.69
1.08,10.0,1.0,16.8
0.8,7.2,1.0,14.3
3.2,19.8,1.0,25.78
1.72,12.1,1.0,19.32
4.41,23.3,2.0,32.26
1.9,12.1,4.0,17.0
1.84,14.2,1.0,20.85
0.65,7.2,1.0,14.34
1.0,6.5,1.0,13.5
0.5,5.1,2.0,10.1
1.7,14.2,3.0,19.2
0.71,8.6,1.0,15.12
2.57,13.5,5.0,17.5
1.96,10.7,5.0,18.54
1.3,8.6,1.0,12.6
3.0,16.3,1.0,25.25
5.9,24.0,1.0,35.95
1.2,7.9,1.0,15.2
2.05,11.4,1.0,19.38
1.68,13.5,1.0,21.9
0.4,5.1,1.0,13.9
2.9,14.9,0.0,28.75
2.14,13.5,1.0,22.81
3.2,19.8,1.0,29.46
0.84,7.9,3.0,14.28
1.21,8.6,1.0,16.02
1.16,9.3,1.0,16.63
1.35,9.3,1.0,15.45
1.12,9.3,1.0,15.96
0.88,7.9,1.0,14.28
0.43,5.8,1.0,9.8
4.09,21.9,1.0,26.65
0.98,16.3,1.0,25.26
0.65,5.1,1.0,11.82
0.27,5.1,1.0,11.0
1.2,7.9,1.0,15.15
10.3,40.1,1.0,56.79
1.3,9.3,1.0,16.86
1.27,11.4,2.0,19.38
1.94,10.7,1.0,15.45
1.27,7.9,1.0,15.18
12.35,51.3,1.0,81.59
1.08,15.6,1.0,24.42
0.86,7.2,1.0,14.34
0.94,7.2,1.0,14.34
0.94,7.2,1.0,14.34
1.02,10.0,1.0,17.7
1.46,9.3,1.0,16.86
1.07,9.3,1.0,14.05
0.92,7.2,1.0,14.34
6.59,31.7,1.0,34.95
1.7,17.7,1.0,25.82
3.99,21.9,1.0,26.65
10.43,44.3,1.0,77.99
4.47,27.5,2.0,38.7
2.35,12.8,1.0,22.05
1.9,11.4,2.0,18.15
2.2,13.5,1.0,21.0
2.41,14.2,1.0,23.69
1.77,10.7,1.0,18.54
17.97,70.0,2.0,99.78
2.27,15.6,1.0,19.6
1.47,9.3,1.0,17.56
7.29,31.7,1.0,45.56
2.3,10.7,1.0,17.95
2.9,17.7,1.0,23.45
2.02,14.2,1.0,22.74
1.81,12.1,1.0,18.0
2.27,14.9,1.0,21.15
3.21,20.5,1.0,31.56
1.63,12.8,1.0,21.0
1.68,10.0,1.0,17.75
1.51,12.1,3.0,19.32
0.62,5.8,3.0,12.74
29.55,130.1,3.0,183.95
8.59,48.5,1.0,83.24
3.48,17.7,1.0,26.94
0.7,10.0,1.0,17.5
1.6,12.1,1.0,19.3
0.63,5.1,1.0,11.1
8.73,34.5,1.0,53.44
0.95,9.3,1.0,17.56
1.77,10.0,1.0,17.7
0.93,7.2,1.0,14.34
3.06,18.4,1.0,26.88
1.22,8.6,1.0,13.35
0.75,14.2,1.0,22.74
2.71,13.5,1.0,21.9
1.59,10.0,1.0,16.75
1.4,16.3,1.0,25.26
2.15,14.2,1.0,18.2
1.08,7.9,1.0,14.28
3.64,24.0,1.0,34.5
2.9,17.7,1.0,26.94
3.4,16.3,1.0,22.55
0.9,7.9,1.0,15.2
1.2,9.3,2.0,17.55
2.58,12.8,1.0,21.06
2.79,17.7,2.0,26.94
1.44,9.3,1.0,13.3
3.07,20.5,1.0,29.04
1.12,7.9,1.0,15.18
1.78,11.4,1.0,19.38
2.73,14.9,3.0,25.55
1.4,13.5,2.0,18.25
0.94,8.6,1.0,16.02
1.64,12.1,1.0,18.35
1.5,10.0,1.0,14.0
3.64,17.7,1.0,25.82
2.85,16.3,1.0,25.26
1.01,7.2,1.0,14.56
2.65,16.3,1.0,25.26
1.2,7.2,1.0,12.95
1.2,9.3,2.0,16.85
2.0,13.5,2.0,21.9
0.75,7.9,1.0,12.65
1.05,8.6,1.0,16.02
1.7,9.3,1.0,16.86
2.6,14.2,1.0,20.95
1.2,7.9,1.0,15.2
0.3,3.7,1.0,8.45
1.4,11.4,1.0,18.5
1.31,7.9,1.0,10.0
3.75,18.4,1.0,21.9
1.79,14.2,1.0,19.62
2.68,17.0,1.0,26.1
0.0,8.6,1.0,13.35
1.0,8.6,1.0,16.0
1.7,15.6,1.0,22.35
1.9,19.8,1.0,28.55
1.34,12.8,1.0,21.06
6.62,45.0,1.0,67.45
1.0,8.6,1.0,16.0
2.0,14.2,1.0,21.45
1.02,8.6,1.0,14.35
9.27,39.4,1.0,63.34
2.51,13.5,1.0,21.0
0.84,6.5,1.0,11.55
1.29,10.0,1.0,16.23
0.8,6.5,1.0,12.25
1.1,8.6,2.0,16.65
0.4,6.5,1.0,13.5
0.9,7.9,1.0,15.18
1.7,10.7,1.0,18.54
18.1,70.0,2.0,99.78
1.13,7.2,1.0,14.94
0.55,6.5,1.0,13.5
1.32,11.4,1.0,17.15
0.21,86.45,4.0,109.31
2.86,15.6,1.0,24.42
1.9,12.1,1.0,20.2
0.5,5.8,1.0,12.65
0.5,5.8,1.0,10.55
0.8,5.8,1.0,12.66
1.0,9.3,1.0,17.55
1.19,9.3,1.0,15.05
1.17,9.3,1.0,14.05
1.58,14.2,1.0,21.2
0.0,12.65,0.0,12.65
1.2,7.9,1.0,13.75
6.5,28.9,1.0,40.35
0.75,5.8,1.0,10.55
8.53,36.6,1.0,57.54
11.31,43.6,1.0,72.35
0.76,12.8,1.0,21.06
0.3,4.4,1.0,10.9
1.7,10.0,1.0,17.5
0.8,6.5,1.0,12.6
1.1,11.4,1.0,18.45
3.0,27.5,6.0,40.31
0.4,6.5,1.0,12.6
1.7,15.6,1.0,24.42
15.14,67.4,1.0,94.33
18.39,-70.0,2.0,-83.44
18.39,70.0,2.0,83.44
1.5,10.0,1.0,16.2
1.03,9.3,1.0,15.96
4.21,22.6,1.0,29.35
2.6,13.5,1.0,19.25
0.5,7.2,1.0,14.35
1.4,9.3,1.0,16.85
1.6,11.4,1.0,19.4
1.8,12.1,1.0,16.85
2.5,17.7,1.0,23.45
2.34,15.6,1.0,22.39
2.32,13.5,1.0,22.25
0.89,9.3,1.0,16.86
1.93,14.9,2.0,19.65
3.57,24.7,1.0,30.92
0.95,8.6,1.0,12.6
1.37,10.0,1.0,16.8
3.17,17.0,2.0,26.1
1.06,9.3,1.0,15.45
1.88,12.1,1.0,18.85
4.0,22.6,1.0,27.35
1.0,8.6,1.0,11.1
1.0,7.9,1.0,9.4
9.31,42.2,1.0,59.89
3.21,18.4,1.0,25.47
1.3,9.3,2.0,16.85
0.5,6.5,1.0,11.25
1.1,9.3,1.0,16.05
3.34,19.8,1.0,26.55
3.34,18.4,1.0,27.78
1.1,8.6,2.0,16.69
1.26,8.6,1.0,16.69
1.43,7.9,1.0,15.47
0.9,10.7,1.0,18.54
2.1,14.2,1.0,22.7
1.6,11.4,1.0,19.35
2.4,15.6,1.0,20.35
2.85,14.2,1.0,22.74
3.6,49.5,1.0,50.0
3.9,41.5,1.0,42.0
0.56,5.8,1.0,11.76
8.75,36.6,1.0,38.1
3.54,18.4,2.0,26.62
0.5,5.8,1.0,12.66
2.72,21.9,1.0,31.98
11.91,49.9,1.0,79.91
7.44,30.3,1.0,43.74
2.67,16.3,3.0,17.8
4.4,22.6,2.0,27.35
0.9,7.2,1.0,14.35
1.9,12.1,1.0,16.1
1.52,12.8,1.0,19.55
2.05,14.2,1.0,21.03
1.27,8.6,1.0,14.35
5.93,30.3,1.0,42.06
15.11,63.9,1.0,82.34
2.28,12.8,2.0,17.8
8.5,35.9,1.0,65.74
0.0,250.0,1.0,271.0
2.79,15.6,1.0,23.52
3.55,19.1,1.0,27.04
0.7,6.5,1.0,13.5
1.0,8.6,1.0,15.1
2.2,12.1,1.0,18.53
2.5,16.3,2.0,25.26
1.38,20.5,1.0,30.3
2.56,14.2,2.0,21.75
1.07,7.2,1.0,14.94
1.33,12.1,1.0,20.22
2.5,17.0,2.0,25.01
0.97,7.9,1.0,14.65
2.88,18.4,1.0,25.15
1.42,12.1,1.0,18.1
1.58,10.7,1.0,19.31
2.85,15.6,1.0,20.35
3.25,18.4,1.0,27.78
1.6,10.7,0.0,19.16
0.8,7.9,0.0,13.65
2.2,23.3,0.0,28.05
1.61,10.0,1.0,17.7
1.0,7.2,1.0,14.34
0.7,6.5,1.0,10.5
0.4,4.4,1.0,10.4
0.8,11.4,1.0,20.2
1.28,14.2,2.0,22.74
2.37,17.0,1.0,26.1
4.13,21.9,1.0,29.15
7.85,32.4,1.0,49.84
0.54,5.8,1.0,12.66
2.18,12.8,1.0,21.06
1.84,12.8,1.0,21.06
1.64,10.7,1.0,18.54
0.85,7.9,1.0,13.65
1.17,13.5,1.0,21.0
0.62,5.1,2.0,11.82
0.58,7.2,1.0,14.34
12.8,66.7,5.0,102.14
1.31,8.6,1.0,13.35
1.17,11.4,1.0,19.38
1.84,12.1,1.0,20.22
1.43,12.8,1.0,21.94
1.87,10.0,1.0,17.7
2.66,18.4,1.0,27.78
1.2,7.9,1.0,13.65
2.8,14.9,1.0,22.65
0.8,7.9,1.0,15.18
0.7,5.8,1.0,12.65
2.4,12.8,1.0,18.55
17.1,70.0,1.0,97.99
1.96,14.9,1.0,22.68
1.87,12.1,1.0,20.22
0.5,5.8,1.0,12.74
0.86,6.5,1.0,12.6
1.15,9.3,1.0,15.3
1.47,12.1,1.0,18.35
3.97,20.5,1.0,27.25
1.3,7.9,1.0,10.4
3.2,19.8,1.0,30.65
1.6,12.8,1.0,21.05
12.0,49.9,1.0,85.44
3.15,14.9,1.0,21.9
0.65,5.8,1.0,12.66
1.5,9.3,1.0,16.85
0.9,6.5,1.0,13.5
1.8,17.0,1.0,24.75
1.3,9.3,1.0,15.3
5.69,29.6,1.0,38.13
0.58,5.1,1.0,10.85
1.51,8.6,1.0,12.6
0.67,5.8,1.0,9.3
8.3,35.2,1.0,58.37
10.65,59.7,2.0,81.19
3.5,23.3,1.0,33.65
3.4,18.4,1.0,27.75
1.5,12.1,1.0,19.35
0.94,7.2,1.0,11.95
1.86,12.1,1.0,20.22
3.0,17.0,1.0,23.75
0.59,5.1,1.0,11.62
2.0,12.1,1.0,20.2
0.7,11.4,2.0,16.15
0.9,15.6,1.0,24.4
1.91,14.9,1.0,23.58
1.7,10.0,2.0,17.7
9.5,45.7,2.0,74.89
1.89,10.0,2.0,16.2
0.7,5.8,1.0,12.65
2.05,11.4,3.0,19.38
1.5,10.0,1.0,17.41
0.7,7.2,1.0,15.55
3.7,21.2,1.0,25.95
0.54,5.1,1.0,10.92
1.44,10.7,1.0,14.7
0.67,7.2,1.0,11.95
1.72,12.1,1.0,20.22
2.25,16.3,1.0,24.36
9.83,47.1,1.0,68.04
1.03,8.6,1.0,16.02
3.26,15.6,1.0,22.35
1.02,7.9,1.0,11.9
3.29,15.6,1.0,24.42
2.95,18.4,1.0,27.78
4.6,21.9,1.0,26.65
11.89,52.7,2.0,85.37
2.3,22.6,1.0,32.8
0.6,5.1,1.0,12.3
1.4,9.3,1.0,16.86
5.2,24.7,1.0,35.34
1.01,15.6,1.0,24.42
1.9,14.9,1.0,19.65
0.5,5.8,1.0,12.25
2.1,14.9,1.0,21.15
1.44,17.7,1.0,23.45
1.33,12.8,1.0,21.06
2.01,11.4,2.0,18.48
2.57,14.9,2.0,22.6
1.1,11.4,2.0,18.48
0.03,-3.0,1.0,-4.5
0.03,3.0,1.0,4.5
3.78,19.1,1.0,29.81
0.75,5.8,1.0,12.66
6.21,27.5,1.0,40.31
18.8,70.0,1.0,101.19
1.4,8.6,1.0,15.75
0.9,6.5,1.0,12.6
2.7,14.2,1.0,22.75
0.5,5.8,1.0,12.8
11.53,51.3,1.0,55.0
3.78,19.1,1.0,28.62
2.83,16.3,1.0,23.05
0.85,7.2,1.0,14.34
1.24,8.6,1.0,13.35
4.82,27.5,1.0,38.7
1.3,10.0,1.0,14.75
3.3,20.5,1.0,25.25
1.09,8.6,1.0,16.02
1.19,9.3,1.0,15.96
3.75,20.5,1.0,30.3
1.29,13.5,1.0,17.5
1.6,12.8,1.0,18.05
1.9,14.9,1.0,22.65
1.9,11.4,1.0,20.15
1.23,7.9,1.0,14.4
1.93,13.5,1.0,17.5
4.99,23.3,1.0,33.66
2.4,18.4,1.0,25.47
1.3,12.1,1.0,16.85
8.91,40.1,1.0,57.79
1.7,12.8,1.0,21.9
1.5,8.6,1.0,16.0
0.0,80.0,1.0,81.0
0.6,5.1,1.0,10.47
0.9,10.0,1.0,18.2
3.8,23.3,1.0,32.26
1.25,9.3,2.0,16.86
0.73,11.4,1.0,19.38
0.77,7.9,2.0,13.9
0.02,-3.0,1.0,-7.0
0.02,3.0,1.0,7.0
1.41,10.7,1.0,15.7
1.2,7.2,0.0,13.95
2.2,12.8,0.0,18.3
1.1,12.1,0.0,19.3
10.37,42.9,2.0,71.51
2.07,11.4,1.0,19.38
1.9,13.5,1.0,21.0
2.53,17.0,1.0,23.0
3.45,18.4,1.0,23.15
2.2,13.5,3.0,21.0
1.4,10.7,1.0,17.46
1.1,7.9,1.0,15.15
2.21,16.3,2.0,25.26
4.76,22.6,1.0,30.09
3.4,20.5,1.0,30.3
0.97,12.8,1.0,19.55
1.89,12.1,1.0,17.85
1.28,7.9,1.0,15.18
1.0,10.7,1.0,15.7
5.7,28.9,1.0,40.38
2.03,11.4,1.0,17.15
1.77,11.4,1.0,20.19
4.13,21.9,1.0,31.98
1.11,10.0,1.0,18.44
1.74,12.8,1.0,16.8
3.3,16.3,1.0,22.05
2.0,12.8,1.0,21.05
0.2,5.8,1.0,10.55
1.6,13.5,0.0,21.9
10.9,44.3,0.0,67.19
9.0,46.4,1.0,77.79
2.08,12.1,1.0,20.22
0.88,6.5,1.0,12.25
0.57,5.1,1.0,11.33
2.7,14.2,1.0,20.95
0.9,9.3,1.0,17.55
2.1,14.9,1.0,23.6
1.24,7.9,1.0,15.18
2.96,17.7,1.0,26.94
1.63,14.9,1.0,22.6
1.11,14.2,1.0,22.74
1.56,9.3,1.0,17.56
1.38,8.6,1.0,15.12
6.48,29.6,1.0,32.85
1.1,8.6,1.0,16.0
2.7,16.3,1.0,24.35
1.5,14.2,1.0,16.7
2.51,16.3,1.0,23.05
1.6,12.1,1.0,21.06
11.46,54.1,1.0,84.95
5.13,35.2,1.0,51.79
5.59,35.2,1.0,49.94
2.09,12.1,1.0,19.32
1.24,8.6,1.0,15.35
0.73,5.8,1.0,12.66
1.53,12.1,1.0,21.06
1.78,13.5,1.0,19.16
0.65,8.6,1.0,17.35
0.7,6.5,1.0,13.5
2.41,12.8,1.0,20.16
5.58,38.0,1.0,46.25
1.08,8.6,1.0,16.02
1.18,8.6,1.0,16.02
1.89,10.7,1.0,18.54
1.88,11.4,1.0,17.15
1.55,9.3,2.0,15.96
1.54,15.6,1.0,20.52
0.82,7.2,1.0,13.15
19.0,70.0,1.0,98.44
11.64,47.8,1.0,74.19
3.48,21.2,1.0,27.2
1.59,10.7,1.0,18.54
2.03,13.5,1.0,21.9
2.1,14.9,1.0,22.65
1.92,11.4,1.0,19.38
0.87,5.8,1.0,10.55
4.14,24.7,1.0,35.34
7.61,33.8,1.0,46.26
3.12,19.8,1.0,30.69
1.25,14.2,1.0,22.75
2.78,12.8,1.0,21.06
1.91,11.4,1.0,20.02
3.35,18.4,1.0,26.88
1.44,14.2,3.0,20.2
3.55,21.2,1.0,28.95
3.2,19.1,1.0,23.85
0.3,4.4,1.0,9.15
1.1,9.3,1.0,16.85
1.1,8.6,1.0,14.35
1.1,8.6,1.0,17.35
0.8,7.9,1.0,14.28
1.6,11.4,1.0,17.65
1.1,7.9,1.0,15.15
16.03,70.0,1.0,98.03
5.51,26.1,1.0,33.85
2.26,16.3,1.0,25.26
12.9,59.0,1.0,82.69
1.91,14.2,1.0,22.74
0.62,6.5,1.0,13.5
0.48,4.4,1.0,12.4
18.92,70.0,1.0,97.13
0.83,7.2,1.0,14.34
2.16,13.5,1.0,22.81
0.51,5.8,1.0,9.8
